Patient,Sheet,Frozen,Organ,Fraction,Taxon,Pct
HUT94,HUT94,False,Cervix,IgA,Sneathia vaginalis,41.14
HUT94,HUT94,False,Cervix,IgA,Lactobacillus iners,16.07
HUT94,HUT94,False,Cervix,IgA,Aerococcus christensenii,15.78
HUT94,HUT94,False,Cervix,IgA,Prevotella buccalis,9.89
HUT94,HUT94,False,Cervix,IgA,Metamycoplasma hominis,5.6
HUT94,HUT94,False,Cervix,IgA,Fannyhessea vaginae,5.2
HUT94,HUT94,False,Cervix,IgA,Lactobacillus jensenii,3.52
HUT94,HUT94,False,Cervix,IgA,Gardnerella vaginalis,2.06
HUT94,HUT94,False,Cervix,IgA,Cutibacterium acnes,0.49
HUT94,HUT94,False,Cervix,IgA,Streptococcus thermophilus,0.25
HUT94,HUT94,False,Cervix,IgG,Lactobacillus iners,89.91
HUT94,HUT94,False,Cervix,IgG,Staphylococcus hominis,4.69
HUT94,HUT94,False,Cervix,IgG,Cutibacterium acnes,3.58
HUT94,HUT94,False,Cervix,IgG,Fannyhessea vaginae,1.15
HUT94,HUT94,False,Cervix,IgG,Sneathia vaginalis,0.66
HUT94,HUT94,False,Cervix,IgG,no contaminants,
HUT94,HUT94,False,Cervix,IgM,Sneathia vaginalis,67.12
HUT94,HUT94,False,Cervix,IgM,Fannyhessea vaginae,9.74
HUT94,HUT94,False,Cervix,IgM,Lactobacillus iners,6.92
HUT94,HUT94,False,Cervix,IgM,Anaerococcus prevotii,6.41
HUT94,HUT94,False,Cervix,IgM,Prevotella buccalis,3.65
HUT94,HUT94,False,Cervix,IgM,Anaerococcus mediterraneensis,1.95
HUT94,HUT94,False,Cervix,IgM,Metamycoplasma hominis,1.57
HUT94,HUT94,False,Cervix,IgM,Aerococcus christensenii,1.43
HUT94,HUT94,False,Cervix,IgM,Gardnerella vaginalis,0.62
HUT94,HUT94,False,Cervix,IgM,Staphylococcus hominis,0.19
HUT94,HUT94,False,Cervix,IgM,Acinetobacter junii,0.19
HUT94,HUT94,False,Cervix,IgM,Moraxella bovis,0.15
HUT94,HUT94,False,Cervix,IgM,Cutibacterium acnes,0.03
HUT94,HUT94,False,Cervix,IgM,Rothia kristinae,0.02
HUT94,HUT94,False,Cervix,PreSort,Sneathia vaginalis,66.59
HUT94,HUT94,False,Cervix,PreSort,Lactobacillus iners,8.47
HUT94,HUT94,False,Cervix,PreSort,Aerococcus christensenii,7.31
HUT94,HUT94,False,Cervix,PreSort,Prevotella buccalis,6.9
HUT94,HUT94,False,Cervix,PreSort,Fannyhessea vaginae,6.43
HUT94,HUT94,False,Cervix,PreSort,Anaerococcus prevotii,1.59
HUT94,HUT94,False,Cervix,PreSort,Gardnerella vaginalis,1.4
HUT94,HUT94,False,Cervix,PreSort,Metamycoplasma hominis,1.29
HUT94,HUT94,False,Cervix,PreSort,Cardiobacterium hominis,0.02
HUT94,HUT94,False,Cervix,PreSort,Moraxella osloensis,0.01
HUT94,HUT94,False,Endometrium,IgA,Lactobacillus delbrueckii,99.16
HUT94,HUT94,False,Endometrium,IgA,Fannyhessea vaginae,0.59
HUT94,HUT94,False,Endometrium,IgA,Sneathia vaginalis,0.24
HUT94,HUT94,False,Endometrium,IgG,Lactobacillus iners,72.63
HUT94,HUT94,False,Endometrium,IgG,Granulicatella adiacens,10.39
HUT94,HUT94,False,Endometrium,IgG,Cutibacterium acnes,9.67
HUT94,HUT94,False,Endometrium,IgG,Streptococcus pneumoniae,5.78
HUT94,HUT94,False,Endometrium,IgG,Streptococcus sanguinis,1.25
HUT94,HUT94,False,Endometrium,IgG,Sneathia vaginalis,0.28
HUT94,HUT94,False,Endometrium,IgM,Aerococcus christensenii,40.15
HUT94,HUT94,False,Endometrium,IgM,Lactobacillus iners,39.47
HUT94,HUT94,False,Endometrium,IgM,Sneathia vaginalis,12.79
HUT94,HUT94,False,Endometrium,IgM,Fannyhessea vaginae,6.21
HUT94,HUT94,False,Endometrium,IgM,Prevotella melaninogenica,0.49
HUT94,HUT94,False,Endometrium,IgM,Prevotella buccalis,0.35
HUT94,HUT94,False,Endometrium,IgM,Cutibacterium acnes,0.33
HUT94,HUT94,False,Endometrium,IgM,Corynebacterium matruchotii,0.21
HUT94,HUT94,False,Endometrium,PreSort,Lactobacillus iners,61.28
HUT94,HUT94,False,Endometrium,PreSort,Sneathia vaginalis,26.05
HUT94,HUT94,False,Endometrium,PreSort,Fannyhessea vaginae,4.66
HUT94,HUT94,False,Endometrium,PreSort,Prevotella buccalis,3.55
HUT94,HUT94,False,Endometrium,PreSort,Gardnerella vaginalis,1.37
HUT94,HUT94,False,Endometrium,PreSort,Aerococcus christensenii,1.36
HUT94,HUT94,False,Endometrium,PreSort,Prevotella denticola,1.03
HUT94,HUT94,False,Endometrium,PreSort,Moraxella osloensis,0.38
HUT94,HUT94,False,Endometrium,PreSort,Moraxella catarrhalis,0.13
HUT94,HUT94,False,Endometrium,PreSort,Prevotella veroralis,0.12
HUT94,HUT94,False,Endometrium,PreSort,Capnocytophaga gingivalis,0.02
HUT94,HUT94,False,Endometrium,PreSort,Ureaplasma parvum,0.02
HUT94,HUT94,False,Endometrium,PreSort,Corynebacterium timonense,0.01
HUT94,HUT94,False,Vagina,IgA,Lactobacillus iners,53.49
HUT94,HUT94,False,Vagina,IgA,Sneathia vaginalis,32.85
HUT94,HUT94,False,Vagina,IgA,Prevotella buccalis,5.29
HUT94,HUT94,False,Vagina,IgA,Aerococcus christensenii,4.53
HUT94,HUT94,False,Vagina,IgA,Fannyhessea vaginae,2.7
HUT94,HUT94,False,Vagina,IgA,Gardnerella vaginalis,0.6
HUT94,HUT94,False,Vagina,IgA,Metamycoplasma hominis,0.45
HUT94,HUT94,False,Vagina,IgA,Anaerococcus prevotii,0.09
HUT94,HUT94,False,Vagina,IgA,Cutibacterium acnes,0.01
HUT94,HUT94,False,Vagina,IgG,Lactobacillus iners,80.79
HUT94,HUT94,False,Vagina,IgG,Sneathia vaginalis,9.7
HUT94,HUT94,False,Vagina,IgG,Prevotella denticola,4.76
HUT94,HUT94,False,Vagina,IgG,Fannyhessea vaginae,2.56
HUT94,HUT94,False,Vagina,IgG,Prevotella buccalis,1.48
HUT94,HUT94,False,Vagina,IgG,Prevotella veroralis,0.34
HUT94,HUT94,False,Vagina,IgG,Gardnerella vaginalis,0.26
HUT94,HUT94,False,Vagina,IgG,Cutibacterium acnes,0.09
HUT94,HUT94,False,Vagina,IgM,Sneathia vaginalis,55.5
HUT94,HUT94,False,Vagina,IgM,Lactobacillus iners,13.07
HUT94,HUT94,False,Vagina,IgM,Fannyhessea vaginae,8.84
HUT94,HUT94,False,Vagina,IgM,Anaerococcus prevotii,7.33
HUT94,HUT94,False,Vagina,IgM,Aerococcus christensenii,6.04
HUT94,HUT94,False,Vagina,IgM,Metamycoplasma hominis,3.42
HUT94,HUT94,False,Vagina,IgM,Prevotella buccalis,2.21
HUT94,HUT94,False,Vagina,IgM,Anaerococcus mediterraneensis,1.84
HUT94,HUT94,False,Vagina,IgM,Gardnerella vaginalis,0.68
HUT94,HUT94,False,Vagina,IgM,Prevotella denticola,0.41
HUT94,HUT94,False,Vagina,IgM,Haemophilus parahaemolyticus,0.41
HUT94,HUT94,False,Vagina,IgM,Cutibacterium acnes,0.12
HUT94,HUT94,False,Vagina,IgM,Streptococcus sanguinis,0.07
HUT94,HUT94,False,Vagina,IgM,Moraxella bovis,0.05
HUT94,HUT94,False,Vagina,IgM,Corynebacterium segmentosum,0.02
HUT94,HUT94,False,Vagina,PreSort,Sneathia vaginalis,57.23
HUT94,HUT94,False,Vagina,PreSort,Lactobacillus iners,24.54
HUT94,HUT94,False,Vagina,PreSort,Fannyhessea vaginae,6.88
HUT94,HUT94,False,Vagina,PreSort,Prevotella buccalis,6.16
HUT94,HUT94,False,Vagina,PreSort,Gardnerella vaginalis,1.82
HUT94,HUT94,False,Vagina,PreSort,Aerococcus christensenii,1.78
HUT94,HUT94,False,Vagina,PreSort,Anaerococcus prevotii,0.64
HUT94,HUT94,False,Vagina,PreSort,Prevotella denticola,0.49
HUT94,HUT94,False,Vagina,PreSort,Metamycoplasma hominis,0.31
HUT94,HUT94,False,Vagina,PreSort,Anaerococcus mediterraneensis,0.15
HUT098,HUT098,False,Cervix,IgA,Lactobacillus iners,100.0
HUT098,HUT098,False,Cervix,IgG,Lactobacillus iners,72.94
HUT098,HUT098,False,Cervix,IgG,Moraxella osloensis,11.01
HUT098,HUT098,False,Cervix,IgG,Cutibacterium acnes,10.81
HUT098,HUT098,False,Cervix,IgG,Streptococcus thermophilus,5.23
HUT098,HUT098,False,Cervix,IgG,no contaminants,
HUT098,HUT098,False,Cervix,IgM,Lactobacillus gasseri,45.96
HUT098,HUT098,False,Cervix,IgM,Lactobacillus iners,45.37
HUT098,HUT098,False,Cervix,IgM,Lactobacillus crispatus,4.28
HUT098,HUT098,False,Cervix,IgM,Lactobacillus jensenii,1.87
HUT098,HUT098,False,Cervix,IgM,Lactobacillus johnsonii,1.46
HUT098,HUT098,False,Cervix,IgM,Cutibacterium acnes,0.86
HUT098,HUT098,False,Cervix,IgM,Hymenobacter sp. NBH84,0.21
HUT098,HUT098,False,Cervix,IgM,Paracoccus kondratievae,0.23
HUT098,HUT098,False,Cervix,PreSort,Lactobacillus gasseri,81.92
HUT098,HUT098,False,Cervix,PreSort,Lactobacillus iners,6.93
HUT098,HUT098,False,Cervix,PreSort,Lactobacillus johnsonii,4.79
HUT098,HUT098,False,Cervix,PreSort,Lactobacillus crispatus,4.3
HUT098,HUT098,False,Cervix,PreSort,Staphylococcus hominis,0.98
HUT098,HUT098,False,Cervix,PreSort,Lactobacillus paragasseri,0.84
HUT098,HUT098,False,Cervix,PreSort,Lactobacillus jensenii,0.24
HUT098,HUT098,False,Endometrium,IgA,Lactobacillus iners,69.9
HUT098,HUT098,False,Endometrium,IgA,Lactococcus cremoris,10.7
HUT098,HUT098,False,Endometrium,IgA,Cutibacterium acnes,8.45
HUT098,HUT098,False,Endometrium,IgA,Cutibacterium modestum,3.53
HUT098,HUT098,False,Endometrium,IgA,Lactobacillus gasseri,3.05
HUT098,HUT098,False,Endometrium,IgA,Anaerococcus mediterraneensis,2.26
HUT098,HUT098,False,Endometrium,IgA,Anaerococcus prevotii,2.1
HUT098,HUT098,False,Endometrium,IgA,Marinilactibacillus sp. 15R,5.45
HUT098,HUT098,False,Endometrium,IgA,Bordetella flabilis,3.61
HUT098,HUT098,False,Endometrium,IgA,Pseudoxanthomonas suwonensis,2.84
HUT098,HUT098,False,Endometrium,IgA,Paracoccus kondratievae,2.67
HUT098,HUT098,False,Endometrium,IgA,Aquisphaera giovannonii,0.4
HUT098,HUT098,False,Endometrium,IgG,no reads,
HUT098,HUT098,False,Endometrium,IgM,Lactobacillus iners,83.36
HUT098,HUT098,False,Endometrium,IgM,Cutibacterium acnes,5.09
HUT098,HUT098,False,Endometrium,IgM,Moraxella osloensis,3.6
HUT098,HUT098,False,Endometrium,IgM,Staphylococcus hominis,3.1
HUT098,HUT098,False,Endometrium,IgM,Lactococcus cremoris,2.58
HUT098,HUT098,False,Endometrium,IgM,Cutibacterium modestum,2.27
HUT098,HUT098,False,Endometrium,IgM,Hydrogenophilus thermoluteolus,7.18
HUT098,HUT098,False,Endometrium,IgM,Fenollaria sporofastidiosus,2.85
HUT098,HUT098,False,Endometrium,IgM,Tepidimonas taiwanensis,1.86
HUT098,HUT098,False,Endometrium,IgM,Acinetobacter johnsonii,1.4
HUT098,HUT098,False,Endometrium,IgM,Mixta calida,0.87
HUT098,HUT098,False,Endometrium,IgM,Varibaculum prostatecancerukia,0.82
HUT098,HUT098,False,Endometrium,IgM,Comamonas kerstersii,0.78
HUT098,HUT098,False,Endometrium,IgM,Solimonas sp. K1W22B-7,0.71
HUT098,HUT098,False,Endometrium,IgM,Staphylococcus saccharolyticus,0.47
HUT098,HUT098,False,Endometrium,IgM,Fenollaria massiliensis,0.36
HUT098,HUT098,False,Endometrium,IgM,Paracoccus kondratievae,0.15
HUT098,HUT098,False,Endometrium,IgM,Kocuria palustris,0.13
HUT098,HUT098,False,Endometrium,IgM,Cloacibacterium caeni,0.11
HUT098,HUT098,False,Endometrium,IgM,Lawsonella clevelandensis,0.1
HUT098,HUT098,False,Endometrium,IgM,Ethanoligenens harbinense,0.04
HUT098,HUT098,False,Endometrium,IgM,Porphyromonas somerae,0.03
HUT098,HUT098,False,Endometrium,PreSort,Lactobacillus iners,48.77
HUT098,HUT098,False,Endometrium,PreSort,Anaerococcus mediterraneensis,12.45
HUT098,HUT098,False,Endometrium,PreSort,Streptococcus thermophilus,8.93
HUT098,HUT098,False,Endometrium,PreSort,Lactobacillus crispatus,8.2
HUT098,HUT098,False,Endometrium,PreSort,Moraxella osloensis,6.78
HUT098,HUT098,False,Endometrium,PreSort,Lactobacillus gasseri,6.5
HUT098,HUT098,False,Endometrium,PreSort,Cutibacterium modestum,2.78
HUT098,HUT098,False,Endometrium,PreSort,Granulicatella adiacens,1.48
HUT098,HUT098,False,Endometrium,PreSort,Prevotella buccalis,1.29
HUT098,HUT098,False,Endometrium,PreSort,Anaerococcus prevotii,1.15
HUT098,HUT098,False,Endometrium,PreSort,Cutibacterium acnes,1.09
HUT098,HUT098,False,Endometrium,PreSort,Capnocytophaga gingivalis,0.54
HUT098,HUT098,False,Endometrium,PreSort,Paracoccus kondratievae,2.25
HUT098,HUT098,False,Endometrium,PreSort,Nosocomiicoccus ampullae,2.19
HUT098,HUT098,False,Endometrium,PreSort,Campylobacter ureolyticus,1.76
HUT098,HUT098,False,Endometrium,PreSort,Staphylococcus saccharolyticus,1.31
HUT098,HUT098,False,Endometrium,PreSort,Schlegelella aquatica,1.25
HUT098,HUT098,False,Endometrium,PreSort,Hydrogenophilus thermoluteolus,1.05
HUT098,HUT098,False,Vagina,IgA,Lactobacillus gasseri,51.88
HUT098,HUT098,False,Vagina,IgA,Lactobacillus iners,15.33
HUT098,HUT098,False,Vagina,IgA,Staphylococcus aureus,10.21
HUT098,HUT098,False,Vagina,IgA,Streptococcus parauberis,4.6
HUT098,HUT098,False,Vagina,IgA,Cutibacterium acnes,3.77
HUT098,HUT098,False,Vagina,IgA,Streptococcus pneumoniae,3.28
HUT098,HUT098,False,Vagina,IgA,Anaerococcus mediterraneensis,2.58
HUT098,HUT098,False,Vagina,IgA,Lactobacillus johnsonii,1.62
HUT098,HUT098,False,Vagina,IgA,Lactococcus cremoris,1.55
HUT098,HUT098,False,Vagina,IgA,Lactobacillus jensenii,1.04
HUT098,HUT098,False,Vagina,IgA,Lactobacillus crispatus,1.01
HUT098,HUT098,False,Vagina,IgA,Haemophilus parainfluenzae,0.96
HUT098,HUT098,False,Vagina,IgA,Lactobacillus paragasseri,0.93
HUT098,HUT098,False,Vagina,IgA,Staphylococcus hominis,0.73
HUT098,HUT098,False,Vagina,IgA,Crenobacter cavernae,0.42
HUT098,HUT098,False,Vagina,IgA,Corynebacterium uberis,0.09
HUT098,HUT098,False,Vagina,IgA,Aliarcobacter butzleri,1.63
HUT098,HUT098,False,Vagina,IgA,Paracoccus kondratievae,0.38
HUT098,HUT098,False,Vagina,IgA,Steroidobacter denitrificans,0.22
HUT098,HUT098,False,Vagina,IgG,Lactobacillus iners,56.94
HUT098,HUT098,False,Vagina,IgG,Cutibacterium acnes,20.9
HUT098,HUT098,False,Vagina,IgG,Granulicatella adiacens,9.74
HUT098,HUT098,False,Vagina,IgG,Moraxella osloensis,9.06
HUT098,HUT098,False,Vagina,IgG,Lactobacillus crispatus,3.34
HUT098,HUT098,False,Vagina,IgG,Enterococcus cecorum,17.96
HUT098,HUT098,False,Vagina,IgM,Lactobacillus iners,45.88
HUT098,HUT098,False,Vagina,IgM,Lactobacillus gasseri,32.1
HUT098,HUT098,False,Vagina,IgM,Streptococcus thermophilus,3.57
HUT098,HUT098,False,Vagina,IgM,Gemella haemolysans,3.03
HUT098,HUT098,False,Vagina,IgM,Cutibacterium acnes,2.84
HUT098,HUT098,False,Vagina,IgM,Abiotrophia defectiva,2.53
HUT098,HUT098,False,Vagina,IgM,Haemophilus parainfluenzae,2.53
HUT098,HUT098,False,Vagina,IgM,Lactococcus cremoris,2.11
HUT098,HUT098,False,Vagina,IgM,Moraxella osloensis,1.86
HUT098,HUT098,False,Vagina,IgM,Lactobacillus johnsonii,0.94
HUT098,HUT098,False,Vagina,IgM,Limosilactobacillus vaginalis,0.85
HUT098,HUT098,False,Vagina,IgM,Rothia mucilaginosa,0.7
HUT098,HUT098,False,Vagina,IgM,Staphylococcus hominis,0.52
HUT098,HUT098,False,Vagina,IgM,Rothia dentocariosa,0.52
HUT098,HUT098,False,Vagina,IgM,no contaminants,
HUT098,HUT098,False,Vagina,PreSort,Lactobacillus gasseri,88.88
HUT098,HUT098,False,Vagina,PreSort,Lactobacillus johnsonii,4.42
HUT098,HUT098,False,Vagina,PreSort,Lactobacillus iners,3.42
HUT098,HUT098,False,Vagina,PreSort,Lactobacillus crispatus,1.69
HUT098,HUT098,False,Vagina,PreSort,Lactobacillus paragasseri,0.88
HUT098,HUT098,False,Vagina,PreSort,Staphylococcus hominis,0.31
HUT098,HUT098,False,Vagina,PreSort,Limosilactobacillus vaginalis,0.22
HUT098,HUT098,False,Vagina,PreSort,Moraxella osloensis,0.07
HUT098,HUT098,False,Vagina,PreSort,Fannyhessea vaginae,0.06
HUT098,HUT098,False,Vagina,PreSort,Cutibacterium acnes,0.05
HUT098,HUT098,False,Vagina,PreSort,no contaminants,
HUT97,HUT97,False,Cervix,IgA,Lactobacillus crispatus,78.64
HUT97,HUT97,False,Cervix,IgA,Lactobacillus iners,17.35
HUT97,HUT97,False,Cervix,IgA,Lacticaseibacillus paracasei,1.83
HUT97,HUT97,False,Cervix,IgA,Anaerococcus prevotii,0.78
HUT97,HUT97,False,Cervix,IgA,Anaerococcus mediterraneensis,0.22
HUT97,HUT97,False,Cervix,IgA,Lactobacillus acidophilus,0.22
HUT97,HUT97,False,Cervix,IgA,Cutibacterium acnes,0.21
HUT97,HUT97,False,Cervix,IgA,Lactobacillus johnsonii,0.15
HUT97,HUT97,False,Cervix,IgA,Streptococcus parauberis,0.13
HUT97,HUT97,False,Cervix,IgA,Lactobacillus kefiranofaciens,0.13
HUT97,HUT97,False,Cervix,IgA,Anaerococcus obesiensis,0.13
HUT97,HUT97,False,Cervix,IgA,Rothia mucilaginosa,0.08
HUT97,HUT97,False,Cervix,IgA,Lactobacillus helveticus,0.08
HUT97,HUT97,False,Cervix,IgA,Lactobacillus amylolyticus,0.04
HUT97,HUT97,False,Cervix,IgG,Lactobacillus crispatus,63.89
HUT97,HUT97,False,Cervix,IgG,Lactobacillus iners,18.97
HUT97,HUT97,False,Cervix,IgG,Lactobacillus jensenii,4.04
HUT97,HUT97,False,Cervix,IgG,Granulicatella elegans,3.14
HUT97,HUT97,False,Cervix,IgG,Streptococcus mitis,2.12
HUT97,HUT97,False,Cervix,IgG,Cutibacterium acnes,2.05
HUT97,HUT97,False,Cervix,IgG,Moraxella osloensis,1.74
HUT97,HUT97,False,Cervix,IgG,Gemella haemolysans,1.08
HUT97,HUT97,False,Cervix,IgG,Lactococcus cremoris,1.03
HUT97,HUT97,False,Cervix,IgG,Anaerococcus mediterraneensis,0.91
HUT97,HUT97,False,Cervix,IgG,Staphylococcus hominis,0.7
HUT97,HUT97,False,Cervix,IgG,Lactobacillus acidophilus,0.15
HUT97,HUT97,False,Cervix,IgG,Anaerococcus prevotii,0.11
HUT97,HUT97,False,Cervix,IgG,Flavihumibacter fluminis,0.09
HUT97,HUT97,False,Cervix,IgG,Enterococcus cecorum,8.18
HUT97,HUT97,False,Cervix,IgG,Paracoccus kondratievae,0.21
HUT97,HUT97,False,Cervix,IgM,Lactobacillus jensenii,100.0
HUT97,HUT97,False,Cervix,IgM,no contaminants,
HUT97,HUT97,False,Cervix,PreSort,Lactobacillus crispatus,92.17
HUT97,HUT97,False,Cervix,PreSort,Lactobacillus iners,5.93
HUT97,HUT97,False,Cervix,PreSort,Lactobacillus jensenii,1.76
HUT97,HUT97,False,Cervix,PreSort,Lactobacillus acidophilus,0.14
HUT97,HUT97,False,Endometrium,IgA,no reads without contaminants,
HUT97,HUT97,False,Endometrium,IgG,Lactobacillus iners,73.37
HUT97,HUT97,False,Endometrium,IgG,Lactobacillus crispatus,5.68
HUT97,HUT97,False,Endometrium,IgG,Cutibacterium acnes,4.95
HUT97,HUT97,False,Endometrium,IgG,Moraxella osloensis,3.1
HUT97,HUT97,False,Endometrium,IgG,Cutibacterium granulosum,2.76
HUT97,HUT97,False,Endometrium,IgG,Lactobacillus delbrueckii,2.4
HUT97,HUT97,False,Endometrium,IgG,Streptococcus salivarius,2.11
HUT97,HUT97,False,Endometrium,IgG,Corynebacterium sanguinis,2.01
HUT97,HUT97,False,Endometrium,IgG,Lactobacillus jensenii,1.98
HUT97,HUT97,False,Endometrium,IgG,Lactobacillus gasseri,1.63
HUT97,HUT97,False,Endometrium,IgG,Anoxybacillus flavithermus,1.52
HUT97,HUT97,False,Endometrium,IgG,Hydrogenophilus thermoluteolus,1.42
HUT97,HUT97,False,Endometrium,IgG,Corynebacterium ureicelerivorans,0.63
HUT97,HUT97,False,Endometrium,IgG,Staphylococcus saccharolyticus,0.54
HUT97,HUT97,False,Endometrium,IgG,Chitinophaga sp. HK235,0.24
HUT97,HUT97,False,Endometrium,IgM,Lactobacillus iners,19.15
HUT97,HUT97,False,Endometrium,IgM,Peptoniphilus sp. SAHP1,6.73
HUT97,HUT97,False,Endometrium,IgM,Lactobacillus crispatus,4.04
HUT97,HUT97,False,Endometrium,IgM,Moraxella osloensis,3.61
HUT97,HUT97,False,Endometrium,IgM,Cutibacterium modestum,2.22
HUT97,HUT97,False,Endometrium,IgM,Cutibacterium acnes,1.75
HUT97,HUT97,False,Endometrium,IgM,Lactobacillus jensenii,1.53
HUT97,HUT97,False,Endometrium,IgM,Streptococcus sanguinis,1.22
HUT97,HUT97,False,Endometrium,IgM,Staphylococcus hominis,0.74
HUT97,HUT97,False,Endometrium,IgM,Streptococcus thermophilus,0.32
HUT97,HUT97,False,Endometrium,IgM,Granulicatella adiacens,0.29
HUT97,HUT97,False,Endometrium,IgM,Hydrogenophilus thermoluteolus,1.62
HUT97,HUT97,False,Endometrium,IgM,Aliarcobacter butzleri,0.93
HUT97,HUT97,False,Endometrium,IgM,Gemella sanguinis,0.55
HUT97,HUT97,False,Endometrium,IgM,Levilactobacillus brevis,0.5
HUT97,HUT97,False,Endometrium,IgM,Staphylococcus saccharolyticus,0.35
HUT97,HUT97,False,Endometrium,IgM,Steroidobacter denitrificans,0.32
HUT97,HUT97,False,Endometrium,IgM,Aggregatibacter sp. oral taxon 513,0.28
HUT97,HUT97,False,Endometrium,IgM,Enterobacteriaceae endosymbiont of Donacia cincticornis,0.17
HUT97,HUT97,False,Endometrium,IgM,Rhodoplanes sp. Z2-YC6860,0.07
HUT97,HUT97,False,Endometrium,IgM,Peptoniphilus ivorii,0.06
HUT97,HUT97,False,Endometrium,IgM,Lawsonella clevelandensis,0.02
HUT97,HUT97,False,Endometrium,PreSort,Lactobacillus crispatus,50.91
HUT97,HUT97,False,Endometrium,PreSort,Lactobacillus iners,42.05
HUT97,HUT97,False,Endometrium,PreSort,Lactococcus cremoris,4.7
HUT97,HUT97,False,Endometrium,PreSort,Cutibacterium acnes,1.27
HUT97,HUT97,False,Endometrium,PreSort,Megasphaera elsdenii,1.05
HUT97,HUT97,False,Endometrium,PreSort,Ligilactobacillus ruminis,2.17
HUT97,HUT97,False,Endometrium,PreSort,Kocuria palustris,1.5
HUT97,HUT97,False,Endometrium,PreSort,Phocaeicola vulgatus,0.67
HUT97,HUT97,False,Vagina,IgA,Lactobacillus crispatus,78.97
HUT97,HUT97,False,Vagina,IgA,Lactobacillus iners,18.14
HUT97,HUT97,False,Vagina,IgA,Lacticaseibacillus paracasei,1.43
HUT97,HUT97,False,Vagina,IgA,Lactobacillus jensenii,0.76
HUT97,HUT97,False,Vagina,IgA,Lactobacillus acidophilus,0.22
HUT97,HUT97,False,Vagina,IgA,Lactobacillus johnsonii,0.14
HUT97,HUT97,False,Vagina,IgA,Lactobacillus kefiranofaciens,0.12
HUT97,HUT97,False,Vagina,IgA,Lactobacillus helveticus,0.11
HUT97,HUT97,False,Vagina,IgA,Cutibacterium acnes,0.1
HUT97,HUT97,False,Vagina,IgA,no contaminants,
HUT97,HUT97,False,Vagina,IgG,Lactobacillus crispatus,51.69
HUT97,HUT97,False,Vagina,IgG,Lactobacillus iners,42.91
HUT97,HUT97,False,Vagina,IgG,Lactobacillus jensenii,2.44
HUT97,HUT97,False,Vagina,IgG,Moraxella osloensis,1.77
HUT97,HUT97,False,Vagina,IgG,Cutibacterium modestum,0.6
HUT97,HUT97,False,Vagina,IgG,[Ruminococcus] gnavus,0.39
HUT97,HUT97,False,Vagina,IgG,Cutibacterium acnes,0.14
HUT97,HUT97,False,Vagina,IgG,Lactobacillus acidophilus,0.06
HUT97,HUT97,False,Vagina,IgG,no contaminants,
HUT97,HUT97,False,Vagina,IgM,Lactobacillus jensenii,100.0
HUT97,HUT97,False,Vagina,IgM,no contaminants,
HUT97,HUT97,False,Vagina,PreSort,Lactobacillus crispatus,89.33
HUT97,HUT97,False,Vagina,PreSort,Lactobacillus iners,8.03
HUT97,HUT97,False,Vagina,PreSort,Lacticaseibacillus paracasei,1.33
HUT97,HUT97,False,Vagina,PreSort,Enterococcus faecalis,0.4
HUT97,HUT97,False,Vagina,PreSort,Lactobacillus jensenii,0.34
HUT97,HUT97,False,Vagina,PreSort,Lactobacillus acidophilus,0.31
HUT97,HUT97,False,Vagina,PreSort,Lactobacillus kefiranofaciens,0.15
HUT97,HUT97,False,Vagina,PreSort,Lactobacillus helveticus,0.13
HUT97,HUT97,False,Vagina,PreSort,no contaminants,
HUT96,HUT96,False,Cervix,IgA,Lactobacillus iners,39.96
HUT96,HUT96,False,Cervix,IgA,Ezakiella coagulans,22.93
HUT96,HUT96,False,Cervix,IgA,Lactobacillus delbrueckii,13.35
HUT96,HUT96,False,Cervix,IgA,Moraxella osloensis,5.6
HUT96,HUT96,False,Cervix,IgA,Lactobacillus jensenii,5.16
HUT96,HUT96,False,Cervix,IgA,Cutibacterium acnes,3.98
HUT96,HUT96,False,Cervix,IgA,Streptococcus thermophilus,3.96
HUT96,HUT96,False,Cervix,IgA,Staphylococcus hominis,2.29
HUT96,HUT96,False,Cervix,IgA,Lactobacillus crispatus,1.53
HUT96,HUT96,False,Cervix,IgA,Sphingomonas insulae,1.22
HUT96,HUT96,False,Cervix,IgG,no reads,
HUT96,HUT96,False,Cervix,IgM,Lactobacillus jensenii,100.0
HUT96,HUT96,False,Cervix,IgM,no contaminants,
HUT96,HUT96,False,Cervix,PreSort,Lactobacillus jensenii,98.68
HUT96,HUT96,False,Cervix,PreSort,Ezakiella coagulans,0.46
HUT96,HUT96,False,Cervix,PreSort,Lactobacillus iners,0.19
HUT96,HUT96,False,Cervix,PreSort,Lactobacillus kefiranofaciens,0.17
HUT96,HUT96,False,Cervix,PreSort,Enterococcus faecalis,0.13
HUT96,HUT96,False,Cervix,PreSort,Blautia wexlerae,0.12
HUT96,HUT96,False,Cervix,PreSort,Lactobacillus acidophilus,0.05
HUT96,HUT96,False,Cervix,PreSort,Lactobacillus crispatus,0.05
HUT96,HUT96,False,Cervix,PreSort,Lactobacillus johnsonii,0.04
